amendment_indicator,amendment_indicator_desc,back_reference_schedule_id,back_reference_transaction_id,beneficiary_committee_name,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_description,candidate_office_district,candidate_office_state,candidate_office_state_full,candidate_prefix,candidate_suffix,category_code,category_code_full,comm_dt,committee,committee_id,conduit_committee_city,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,disbursement_amount,disbursement_date,disbursement_description,disbursement_purpose_category,disbursement_type,disbursement_type_description,election_type,election_type_full,entity_type,entity_type_desc,fec_election_type_desc,fec_election_year,file_number,filing_form,image_number,line_number,line_number_label,link_id,load_date,memo_code,memo_code_full,memo_text,memoed_subtotal,national_committee_nonfederal_account,original_sub_id,payee_employer,payee_first_name,payee_last_name,payee_middle_name,payee_occupation,payee_prefix,payee_suffix,pdf_url,recipient_city,recipient_committee,recipient_committee_id,recipient_name,recipient_state,recipient_zip,ref_disp_excess_flg,report_type,report_year,schedule_type,schedule_type_full,semi_annual_bundled_refund,spender_committee_designation,spender_committee_org_type,spender_committee_type,sub_id,transaction_id,two_year_transaction_period,unused_recipient_committee_id
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA07043'], 'city': 'Concord', 'committee_id': 'C00026757', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1978-04-26', 'first_file_date': '1976-03-18', 'is_active': True, 'last_cycle_has_activity': 2018, 'last_cycle_has_financial': 2018, 'last_f1_date': '2016-07-22', 'last_file_date': '2018-10-17', 'name': 'FRIENDS OF CONGRESSMAN GEORGE MILLER', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': 'P.O. Box 5864', 'street_2': None, 'treasurer_name': 'Miller, Russell  H. Mr. Esq.', 'zip': '94524'}",C00026757,,,,,,,139.8,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,154247,F3,24991355453,17,Operating Expenditures,4120220041045970191,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24991355453,CONCORD,,,UNITEMIZED DISBURSEMENTS,CA,94524,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120520041046207494,B1711/22/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H8CA41063'], 'city': 'DIAMOND BAR', 'committee_id': 'C00331496', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1997-11-25', 'first_file_date': '1997-11-25', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2022, 'last_f1_date': '2013-10-18', 'last_file_date': '2023-07-19', 'name': 'GARY MILLER FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '721 S BREA CANYON ROAD SUITE 7', 'street_2': None, 'treasurer_name': 'CATHLEEN MILLER', 'zip': '91789'}",C00331496,,,,,,,17.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,153818,F3,24981478358,17,Operating Expenditures,4120120041045951972,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24981478358,DIAMOND BAR,,,UNITEMIZED DISBURSEMENTS,CA,91789,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120520041046206383,B1711/22/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H0CA45012'], 'city': 'LA MESA', 'committee_id': 'C00242446', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_activity': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_financial': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1990-02-26', 'first_file_date': '1990-02-26', 'is_active': True, 'last_cycle_has_activity': 2006, 'last_cycle_has_financial': 2006, 'last_f1_date': '2002-01-22', 'last_file_date': '2006-08-08', 'name': 'FRIENDS OF DUKE CUNNINGHAM', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '4710 FOURTH ST #100', 'street_2': None, 'treasurer_name': 'Batson, Kenneth', 'zip': '91941'}",C00242446,,,,,,,483.93,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,153815,F3,24981478161,17,Operating Expenditures,4120120041045951971,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24981478161,LA MESA,,,UNITEMIZED DISBURSEMENTS,CA,91941,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120520041046206361,B1711/22/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA24113'], 'city': 'LOS ANGELES', 'committee_id': 'C00308742', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1995-11-16', 'first_file_date': '1995-11-16', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-14', 'last_file_date': '2023-10-15', 'name': 'SHERMAN FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '555 SOUTH FLOWER STREET SUITE 4510', 'street_2': None, 'treasurer_name': 'Gould, David L.', 'zip': '90071'}",C00308742,,,,,,,92.42,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,153421,F3,24981461041,17,Operating Expenditures,4120120041045951903,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24981461041,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90071,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120520041046205802,B1711/22/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H8CA41063'], 'city': 'DIAMOND BAR', 'committee_id': 'C00331496', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1997-11-25', 'first_file_date': '1997-11-25', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2022, 'last_f1_date': '2013-10-18', 'last_file_date': '2023-07-19', 'name': 'GARY MILLER FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '721 S BREA CANYON ROAD SUITE 7', 'street_2': None, 'treasurer_name': 'CATHLEEN MILLER', 'zip': '91789'}",C00331496,,,,,,,79.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,260948,F3,26950791045,17,Operating Expenditures,4120420061072482482,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26950791045,DIAMOND BAR,,,UNITEMIZED DISBURSEMENTS,CA,91789,,30G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120420061072617722,B1711/27/2006,2006,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H4CA23011'], 'city': 'Los Angeles', 'committee_id': 'C00167585', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1983-05-23', 'first_file_date': '1983-05-23', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-04-01', 'last_file_date': '2023-10-12', 'name': 'CITIZENS FOR WATERS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '555 So.Flower St.Suite 4210', 'street_2': None, 'treasurer_name': 'Gould, David', 'zip': '90071'}",C00167585,,,,,,,150.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,260916,F3,26930568721,21,Other Disbursements,4120320061072482408,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26930568721,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90071,,12G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120420061072617285,B2110/18/2006,2006,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H4CA23011'], 'city': 'Los Angeles', 'committee_id': 'C00167585', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1983-05-23', 'first_file_date': '1983-05-23', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-04-01', 'last_file_date': '2023-10-12', 'name': 'CITIZENS FOR WATERS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '555 So.Flower St.Suite 4210', 'street_2': None, 'treasurer_name': 'Gould, David', 'zip': '90071'}",C00167585,,,,,,,18.2,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,260916,F3,26930568720,17,Operating Expenditures,4120320061072482408,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26930568720,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90071,,12G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120420061072617283,B1710/18/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'CA CORRECTIONAL PEACE OFFICERS ASSOC', 'candidate_ids': [], 'city': 'WEST SACRAMENTO', 'committee_id': 'C00305037', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycle': 2004, 'cycles': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1995-08-04', 'first_file_date': '1995-08-04', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2007-12-04', 'last_file_date': '2023-07-06', 'name': 'CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOC FED PAC (CCPOA FEDERAL PAC)', 'organization_type': 'L', 'organization_type_full': 'Labor Organization', 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '755 RIVERPOINT DRIVE SUITE 200', 'street_2': None, 'treasurer_name': 'LEN MCLEOD', 'zip': '95814'}",C00305037,,,,,,,18.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,154799,F3X,24981543558,21B,Other Federal Operating Expenditures,4120220041045971824,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24981543558,WEST SACRAMENTO,,,UNITEMIZED DISBURSEMENTS,CA,95605,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,U,L,N,4120220041045992736,B21(B)11/22/2004,2004,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H4CA23011'], 'city': 'Los Angeles', 'committee_id': 'C00167585', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1983-05-23', 'first_file_date': '1983-05-23', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-04-01', 'last_file_date': '2023-10-12', 'name': 'CITIZENS FOR WATERS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '555 So.Flower St.Suite 4210', 'street_2': None, 'treasurer_name': 'Gould, David', 'zip': '90071'}",C00167585,,,,,,,124.2,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,260613,F3,26940610572,17,Operating Expenditures,4113020061072434298,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26940610572,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90071,,Q3,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120120061072480314,B1709/30/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'CALIFORNIA DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'MERCED', 'committee_id': 'C00407353', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2004, 'cycles': [2004, 2006, 2008], 'cycles_has_activity': [2004, 2006, 2008], 'cycles_has_financial': [2004, 2006], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2004-10-20', 'first_file_date': '2004-10-20', 'is_active': True, 'last_cycle_has_activity': 2008, 'last_cycle_has_financial': 2006, 'last_f1_date': '2006-10-17', 'last_file_date': '2007-05-22', 'name': 'MERCED COUNTY DEMOCRATIC CENTRAL COMMITTEE - FEDERAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': 'PO BOX 2659', 'street_2': None, 'treasurer_name': 'NANCY L WARREN', 'zip': '95344'}",C00407353,,,,,,,10.4,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,153507,F3X,24981465701,21B,Other Federal Operating Expenditures,4120120041045952442,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24981465701,MERCED,,,UNITEMIZED DISBURSEMENTS,CA,95344,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,U,,Y,4120120041045966278,B21(B)11/22/2004,2004,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'CALIFORNIA THOROUGHBRED BREEDERS ASSOC', 'candidate_ids': [], 'city': 'ARCADIA', 'committee_id': 'C00375154', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2004, 'cycles': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2002-03-22', 'first_file_date': '2002-03-22', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-03-14', 'last_file_date': '2023-08-08', 'name': 'CALIFORNIA THOROUGHBRED BREEDERS ASSOCIATION', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '201 COLORADO PLACE', 'street_2': None, 'treasurer_name': 'Gould, David', 'zip': '91007'}",C00375154,,,,,,,4.62,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,100656,F3X,23992379329,21B,Other Federal Operating Expenditures,4112620031036561072,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?23992379329,ARCADIA,,,UNITEMIZED DISBURSEMENTS,CA,91007,,MY,2003,SB,ITEMIZED DISBURSEMENTS,,U,,Q,4120120031036705083,B21(B)06/30/2003,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'CALIFORNIA THOROUGHBRED BREEDERS ASSOC', 'candidate_ids': [], 'city': 'ARCADIA', 'committee_id': 'C00375154', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2004, 'cycles': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2002-03-22', 'first_file_date': '2002-03-22', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-03-14', 'last_file_date': '2023-08-08', 'name': 'CALIFORNIA THOROUGHBRED BREEDERS ASSOCIATION', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '201 COLORADO PLACE', 'street_2': None, 'treasurer_name': 'Gould, David', 'zip': '91007'}",C00375154,,,,,,,15.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,152944,F3X,24971957081,21B,Other Federal Operating Expenditures,4113020041045860652,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24971957081,ARCADIA,,,UNITEMIZED DISBURSEMENTS,CA,91007,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,U,,Q,4113020041045947528,B21(B)11/22/2004,2004,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H8CA26080'], 'city': 'LOS ANGELES', 'committee_id': 'C00435966', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2008, 'cycles': [2008, 2010, 2012, 2014], 'cycles_has_activity': [2008, 2010, 2012, 2014], 'cycles_has_financial': [2008, 2010, 2012], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2007-06-19', 'first_file_date': '2007-06-19', 'is_active': True, 'last_cycle_has_activity': 2014, 'last_cycle_has_financial': 2012, 'last_f1_date': '2011-04-10', 'last_file_date': '2013-06-20', 'name': 'HOYT HILSMAN FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '555 SOUTH FLOWER STREET SUITE 4210', 'street_2': None, 'treasurer_name': 'DAVID L GOULD', 'zip': '90071'}",C00435966,,,,,,,138.92,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,311975,F3,27931624286,17,Operating Expenditures,4112820071082549545,2017-06-01T16:42:03.383133,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?27931624286,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90071,,Q2,2007,SB,ITEMIZED DISBURSEMENTS,,P,,H,4112920071082670879,B1706/30/2007,2008,
C,CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA10088'], 'city': 'BURLINGAME', 'committee_id': 'C00310706', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2008, 'cycles': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010], 'cycles_has_activity': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010], 'cycles_has_financial': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1996-01-10', 'first_file_date': '1996-01-10', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2003-08-12', 'last_file_date': '2009-09-22', 'name': 'ELLEN TAUSCHER FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '20 PARK ROAD, SUITE E', 'street_2': 'Suite E', 'treasurer_name': 'Pessner, Kirk Alan Mr.', 'zip': '94010'}",C00310706,,,,,,,235.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,311787,F3,27990955969,21,Other Disbursements,4112120071082471902,2017-06-01T16:42:03.383133,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?27990955969,BURLINGAME,,,UNITEMIZED DISBURSEMENTS,CA,94010,,Q2,2007,SB,ITEMIZED DISBURSEMENTS,,P,,H,4112720071082546725,B2106/30/2007,2008,
C,CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA10088'], 'city': 'BURLINGAME', 'committee_id': 'C00310706', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2008, 'cycles': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010], 'cycles_has_activity': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010], 'cycles_has_financial': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1996-01-10', 'first_file_date': '1996-01-10', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2003-08-12', 'last_file_date': '2009-09-22', 'name': 'ELLEN TAUSCHER FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '20 PARK ROAD, SUITE E', 'street_2': 'Suite E', 'treasurer_name': 'Pessner, Kirk Alan Mr.', 'zip': '94010'}",C00310706,,,,,,,285.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,311787,F3,27990955967,17,Operating Expenditures,4112120071082471902,2017-06-01T16:42:03.383133,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?27990955967,BURLINGAME,,,UNITEMIZED DISBURSEMENTS,CA,94010,,Q2,2007,SB,ITEMIZED DISBURSEMENTS,,P,,H,4112720071082546721,B1706/30/2007,2008,
